,/lpc/nct6779d/control/0,/lpc/nct6779d/control/1,/lpc/nct6779d/control/2,/lpc/nct6779d/control/3,/lpc/nct6779d/control/4,/lpc/nct6779d/voltage/0,/lpc/nct6779d/voltage/1,/lpc/nct6779d/voltage/2,/lpc/nct6779d/voltage/3,/lpc/nct6779d/voltage/4,/lpc/nct6779d/voltage/6,/lpc/nct6779d/voltage/7,/lpc/nct6779d/voltage/8,/lpc/nct6779d/voltage/9,/lpc/nct6779d/voltage/10,/lpc/nct6779d/voltage/11,/lpc/nct6779d/voltage/12,/lpc/nct6779d/voltage/13,/lpc/nct6779d/voltage/14,/lpc/nct6779d/temperature/0,/lpc/nct6779d/temperature/1,/lpc/nct6779d/temperature/2,/lpc/nct6779d/temperature/3,/lpc/nct6779d/temperature/4,/lpc/nct6779d/temperature/5,/lpc/nct6779d/temperature/6,/lpc/nct6779d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/control/0,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Fan","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
10/07/2020 22:22:50,100,100,100,100,100,0.92,1.008,3.344,3.328,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43.5,40.5,118,40,112,109,25,2800.82983,17.1875,15.625,9.230768,17.1875,14.80769,48,51,45,50,51,1600.01233,3700.02856,3600.02783,3700.02856,15.3224611,10.0379477,0,100.000771,48.65496,3.8666,4.08037949,38,270,405.000031,540,44,38,0,7,33,2048,599.3672,1448.63281,29.265976,40,19.228035
10/07/2020 22:22:51,100,100,100,100,100,0.952,1.008,3.344,3.344,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43.5,40.5,119,40,112,109,25,2789.256,18.75,15.625,9.375,21.875,16.40625,45,52,44,48,52,3700.02832,3700.02832,3800.029,3700.02832,15.6050816,10.3728161,0,100.000763,48.6713333,3.86790085,4.07907867,38,270,405.000031,540,11,17,0,2,33,2048,599.3672,1448.63281,29.265976,40,19.228035
10/07/2020 22:22:52,100,100,100,100,100,0.992000043,1.008,3.328,3.344,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43,40.5,118,40,112,109,26,2806.65283,25,20.3125,14.0625,21.875,20.3125,47,51,44,49,51,1600.01233,3700.02856,1600.01233,3700.02856,17.0247612,11.7228622,0,100.000771,48.749382,3.87410355,4.072876,39,270,405.000031,540,45,39,0,7,33,2048,598.4922,1449.50781,29.2232513,40,19.228035
10/07/2020 22:22:53,100,100,100,100,100,0.984,1.008,3.344,3.328,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43.5,40.5,118,40,112,109,26,2806.65283,15.625,29.6875,10.9375,15.625,17.96875,47,53,44,49,53,3700.02881,3600.028,3800.02954,3800.02954,16.6026974,11.2983742,0,100.000778,48.7433853,3.87362671,4.073353,38,270,405.000031,540,44,38,0,7,33,2048,598.4922,1449.50781,29.2232513,40,19.228035
10/07/2020 22:22:54,100,100,100,100,100,0.9760001,1.008,3.344,3.328,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,44,40.5,118,40,112,109,26,2795.031,20.3125,18.75,18.75,12.5,17.578125,48,53,45,50,53,1600.01221,3800.029,1600.01221,3600.02759,16.4402,11.1204271,0,100.000763,48.742424,3.87355042,4.073429,38,270,405.000031,540,51,44,0,7,33,2048,598.6797,1449.32031,29.2324066,40,19.228035
10/07/2020 22:22:55,100,100,100,100,100,1.0480001,1.008,3.344,3.328,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43.5,40.5,118,40,112,109,25,2800.82983,15.625,20.3125,15.625,18.75,17.578125,53,54,45,49,53,3700.02856,3700.02856,3800.02954,3600.02783,16.16452,10.8692827,0,100.000778,48.7426643,3.87356949,4.07341,38,270,405.000031,540,44,39,0,7,33,2048,598.6797,1449.32031,29.2324066,40,19.228035
10/07/2020 22:22:56,100,100,100,100,100,1.016,1.008,3.344,3.328,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43.5,40.5,118,40,112,109,25,2812.5,10.9375,23.4375,15.625,12.5,15.625,48,52,44,51,51,3700.02856,3600.02783,3600.02783,1600.01233,16.2333717,10.9287329,0,100.000771,48.7428551,3.87358475,4.073395,38,270,405.000031,540,46,40,0,7,33,2048,598.6797,1449.32031,29.2324066,40,19.228035
10/07/2020 22:22:57,100,100,100,100,100,1,1.008,3.344,3.31200027,1.03200006,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43.5,40.5,118,40,112,109,26,2795.031,17.1875,25,9.375,9.375,15.234375,48,52,45,51,52,1600.01233,1600.01233,3700.02856,1600.01233,16.4620724,11.1751575,0,100.000771,48.7592735,3.87488937,4.07209,38,270,405.000031,540,47,40,0,7,33,2048,598.6797,1449.32031,29.2324066,40,19.228035
10/07/2020 22:22:58,100,100,100,100,100,0.952,1.008,3.344,3.328,1.04000008,0.736000061,3.37600017,3.29600024,1.0480001,0.15200001,0.128,0.120000005,0.120000005,0.128,43,40.5,118,40,112,109,26,2800.82983,20.3125,25,17.1875,21.875,21.09375,48,51,44,49,51,1600.01245,3700.02881,3700.02881,3700.02881,17.1254482,11.8230715,0,100.000778,48.761,3.8750267,4.071953,38,270,405.000031,540,45,40,0,7,33,2048,598.6797,1449.32031,29.2324066,40,19.228035
